taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
marine fishes,redtail parrotfish,actinopterygii,perciformes,scaridae,sparisoma,chrysopterum,direct observation,17,388.84,2.589770934,NA,165,2.217483944,"Mumby PJ, Wabnitz CCC. 2002. Spatial patterns of aggression, territory size, and harem size in five sympatric Caribbean parrotfish species. Environmental Biology of Fishes 63, 265-279.",aquatic,ectotherm,swimming,herbivore,2D,NA,NA,NA,NA
marine fishes,redfin parrotfish,actinopterygii,perciformes,scaridae,sparisoma,rubripinne,direct observation,17,523.8,2.719165494,NA,175,2.243038049,"Mumby PJ, Wabnitz CCC. 2002. Spatial patterns of aggression, territory size, and harem size in five sympatric Caribbean parrotfish species. Environmental Biology of Fishes 63, 265-279.",aquatic,ectotherm,swimming,herbivore,2D,NA,NA,NA,NA
marine fishes,stoplight parrotfish,actinopterygii,perciformes,scaridae,sparisoma,viride,direct observation,27,521.16,2.716971075,NA,72,1.857332496,"Mumby PJ, Wabnitz CCC. 2002. Spatial patterns of aggression, territory size, and harem size in five sympatric Caribbean parrotfish species. Environmental Biology of Fishes 63, 265-279.",aquatic,ectotherm,swimming,herbivore,2D,NA,NA,NA,NA
marine fishes,peacock hind,actinopterygii,perciformes,serranidae,cephalopholis,argus,mark-recapture,16,697,2.843232778,NA,1300,3.113943352,"Shpigel M, Fishelson L. 1991. Territoriality and associated behaviour in three species of the genus Cephalopholis (Pisces: Serranidae) in the Gulf of Aqaba, Red Sea. Journal of Fisheries Biology 38, 887-896.",aquatic,ectotherm,swimming,carnivore,2D,6.5,0.812913357,107.23,"Dierking J, Williams ID, Walsh W. 2009. Diet composition and prey selection of the introduced grouper species peacock hind (Cephalopholis argus) in Hawaii. Fish. Bull. 107:464–476."
marine fishes,graysby,actinopterygii,perciformes,serranidae,cephalopholis,cruentata,telemetry,10,436.24,2.639725485,NA,2120,3.326335861,"Popple ID, Hunte W. 2005. Movement patterns of Cephalopholis cruentata in a marine reserve in St Lucia, W.I., obtained from ultrasonic telemetry. Journal of Fish Biology 67, 981-992.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,yellowfin hind,actinopterygii,perciformes,serranidae,cephalopholis,hemistiktos,mark-recapture,9,119,2.075546961,NA,12,1.079181246,"Shpigel M, Fishelson L. 1991. Territoriality and associated behaviour in three species of the genus Cephalopholis (Pisces: Serranidae) in the Gulf of Aqaba, Red Sea. Journal of Fisheries Biology 38, 887-896.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,coral hind,actinopterygii,perciformes,serranidae,cephalopholis,miniata,mark-recapture,19,476,2.677606953,NA,217,2.336459734,"Shpigel M, Fishelson L. 1991. Territoriality and associated behaviour in three species of the genus Cephalopholis (Pisces: Serranidae) in the Gulf of Aqaba, Red Sea. Journal of Fisheries Biology 38, 887-896.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,red hind,actinopterygii,perciformes,serranidae,epinephelus,guttatus,mark-recapture,NA,312.3,2.494571984,NA,1243.4,3.094610863,"Shapiro DY, Garcia-Moliner G, Sadovy Y. 1994. Social system of an inshore stock of the red hind grouper, Ephephelus guttatus (Pisces : Serranidae). Environmental Biology of Fishes 41, 415-422.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,dusky grouper,actinopterygii,perciformes,serranidae,epinephelus,marginatus,telemetry,7,398.51,2.600439224,NA,5312,3.725258066,"Lembo G, Spedicato MT, Økland F, et al. 2002. A wireless communication system for determining site fidelity of juvenile dusky groupers Epinephelus marginatus (Lowe, 1834) using coded acoustic transmitters. Hydrobiologia 483, 249-257.",aquatic,ectotherm,swimming,carnivore,2D,4.48,0.651278014,88.95,"Linde M, Grau AM, Riera F, Massuti-Pascual E. 2004. Analysis of Trophic Ontogeny in Epinephelus Marginatus (Serranidae). Cybium 28(1): 27-35."
marine fishes,red grouper,actinopterygii,perciformes,serranidae,epinephelus,morio,telemetry,45,2181.15,3.338685533,NA,2087500,6.319626484,"Farmer NA, Ault JS. 2011. Grouper and snapper movements and habitat use in Dry Tortugas, Florida. Marine Ecology Progress Series 433, 169-184.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,nassau grouper,actinopterygii,perciformes,serranidae,epinephelus,striatus,telemetry,22,2362.06,3.373290925,NA,18305,4.262569733,"Bolden SK. 2001. Using Ultrasonic Telemetry to Determine Home Range of a Coral-Reef Fish. In: Sibert JR, Nielsen JL, eds. Electronic Tagging and Tracking in Marine Fisheries New York, NY: Springer. 484p.",aquatic,ectotherm,swimming,carnivore,2D,13.26,1.122543524,178.1342383,"Sadovy Y, Eklund A-M. 1999. Synopsis of Biological Data on the Nassau Grouper, Epinephelus striatus (Bloch, 1792), and the Jewfish, E. itajara (Lichtenstein 1822). NOAA Technical Report NMFS 146."
marine fishes,greasy grouper,actinopterygii,perciformes,serranidae,epinephelus,tauvina,telemetry,14,3081.08,3.488702975,NA,299000,5.475671188,"Kaunda-Arara B, Rose GA. 2004. Homing and site fidelity in the greasy grouper Epinephelus tauvina (Serranidae) within a marine protected area in coastal Kenya. Marine Ecology Progress Series 277, 245-251.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,redbanded perch,actinopterygii,perciformes,serranidae,hypoplectrodes,huntii,direct observation,6,119,2.075546961,NA,2.19,0.340444115,"Jones GP. 1980. Contribution to the biology of the redbanded perch, Ellerkeidia huntii (Hector), with a discussion on hermaphroditism. Journal of Fisheries Biology 17, 197-207.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,half-banded seaperch,actinopterygii,perciformes,serranidae,hypoplectrodes,maccullochi,mark-recapture,13,24.87,1.395675785,NA,6.83,0.834420704,"Kingsford MJ, Carlson IJ. 2010. Patterns of distribution and movement of fishes, Ophthalmolepis lineolatus and Hypoplectrodes maccullochi, on temperate rocky reefs of south eastern Australia. Environmental Biology of Fishes 88, 105-118. (doi: 10.1007/s10641-010-9621-1)",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,black grouper,actinopterygii,perciformes,serranidae,mycteroperca,bonaci,telemetry,3,3247.34,3.511527762,NA,1435000,6.156851901,"Farmer NA, Ault JS. 2011. Grouper and snapper movements and habitat use in Dry Tortugas, Florida. Marine Ecology Progress Series 433, 169-184.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,kelp bass,actinopterygii,perciformes,serranidae,paralabrax,clathratus,telemetry,12,378.42,2.577974081,NA,3760.25,3.57521672,"Lowe CG, Topping DT, Cartamil DP, et al. 2003. Movement patterns, home range, and habitat utilization of adult kelp bass Paralabrax clathratus in a temperate no-take marine reserve. Marine Ecology Progress Series 256, 205-216.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,barred sand bass,actinopterygii,perciformes,serranidae,paralabrax,nebulifer,telemetry,8,1527.64,3.184021021,NA,10002.71,4.000117678,"Mason TJ, Lowe CG. 2010. Home range, habitat use, and site fidelity of barred sand bass within a southern California marine protected area. Fisheries Research 106, 93-101.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,coral grouper,actinopterygii,perciformes,serranidae,plectropomus,areolatus,telemetry,15,1992.23,3.299339476,NA,168000,5.225309282,"Hutchinson N, Rhodes KL. 2010. Home range estimates for squaretail coralgrouper, Plectropomus areolatus (Rüppell 1830). Coral Reefs 29: 511-519.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,coral trout,actinopterygii,perciformes,serranidae,plectropomus,leopardus,telemetry,39,1753.4,3.243881002,NA,18796,4.274065436,"Zeller DC. 1997. Home range and activity patterns of the coral trout Plectropomus leopardus (Serranidae). Marine Ecology Progress Series. 154, 65-77.",aquatic,ectotherm,swimming,carnivore,2D,49.01,1.690284703,35.78,"St John J. 1999. Ontogenetic changes in the diet of the coral reef grouper Plectropomus leopardus (Serranidae): patterns in taxa, size and habitat of prey. Marine Ecology Progress Series 180, 233-246."
marine fishes,comber,actinopterygii,perciformes,serranidae,serranus,cabrilla,telemetry,15,41.11,1.613947477,NA,761666.67,5.881764952,"Alós J, March D, Palmer M, Grau A, Morales-Nin. 2011. Spatial and temporal patterns in Serranus cabrilla habitat use in the NW Mediterranean revealed by acoustic telemetry. Marine Ecology Progress Series 427, 173 - 186.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,painted comber,actinopterygii,perciformes,serranidae,serranus,scriba,telemetry,15,75.93,1.8804134,NA,1107500,6.044343735,"March D, Palmer M, Alós J, et al. 2010. Short-term residence, home range size and diel patterns of the painted comber Serranus scriba in a temperate marine reserve. Marine Ecology Progress Series 400, 195-206.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,salema,actinopterygii,perciformes,sparidae,sarpa,salpa,telemetry,NA,731.58,2.864261824,NA,49482.14,4.694448474,"Jadot C, Donnay A, Acolas ML, et al. 2006. Activity patterns, home-range size, and habitat utilization of Sarpa salpa (Teleostei: Sparidae) in the Mediterranean Sea. ICES Journal of Marine Science 63, 128-139.",aquatic,ectotherm,swimming,herbivore,2D,NA,NA,NA,NA
marine fishes,gilthead seabream,actinopterygii,perciformes,sparidae,sparus,auratus,telemetry,NA,934.2,2.970439863,NA,29754.81,4.473557181,"Parsons DM, Babcock RC, Hankin RKS, et al. 2003. Snapper Pagrus auratus (Sparidae) home range dynamics: acoustic tagging studies in a marine reserve. Marine Ecology Progress Series 262, 253-265.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,cutthroat trout,actinopterygii,salmoniformes,salmonidae,oncorhynchus,clarki,mark-recapture,58,99.2,1.996511672,NA,101.25,2.005395032,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,gila trout,actinopterygii,salmoniformes,salmonidae,oncorhynchus,gilae,mark-recapture,129,47,1.672097858,NA,343.7,2.536179532,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,rainbow trout,actinopterygii,salmoniformes,salmonidae,oncorhynchus,mykiss,mark-recapture,125,109,2.037426498,NA,174,2.240549248,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,atlantic salmon,actinopterygii,salmoniformes,salmonidae,salmo,salar,mark-recapture,MCP,2,0.301029996,NA,45,1.653212514,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
lake fishes,brown trout,actinopterygii,salmoniformes,salmonidae,salmo,trutta,telemetry,NA,402,2.604226053,NA,15288.4,4.184362037,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,3D,1.96,0.292256071,205.1,"Hyvarinen P, Huusko A. 2006. Diet of brown trout in relation to variation in abundance and size of pelagic fish prey. Journal of Fish Biology 68, 87–98."
river fishes,mottled sculpin,actinopterygii,scorpaeniformes,cottidae,cottus,bairdi,mark-recapture,51,5,0.698970004,NA,83.9,1.923761961,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,banded sculpin,actinopterygii,scorpaeniformes,cottidae,cottus,carolinae,mark-recapture,32,3,0.477121255,NA,47,1.672097858,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
river fishes,sculpin ,actinopterygii,scorpaeniformes,cottidae,cottus,gobio,mark-recapture,NA,5,0.698970004,NA,48.13,1.682415862,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,copper rockfish,actinopterygii,scorpaeniformes,sebastidae,sebastes,caurinus,telemetry,4,1100.33,3.041522954,NA,2157.75,3.334001125,"Tolimieri N, Andrews K, Williams G, et al. 2009. Home range size and patterns of space use by lingcod, copper rockfish and quillback rockfish in relation to diel and tidal cycles. Marine Ecology Progress Series. 380, 229-243. (doi: 10.3354/meps07930)",aquatic,ectotherm,swimming,carnivore,2D,6.8,0.832508913,161.81,"Murie DJ. 1995. Comparative feeding ecology of two sympatric rockfish congeners, Sebastes caurinus (copper rockfish) and S. maliger (quillback rockfish). Marine Biology 124: 341-353."
marine fishes,japanese black rockfish,actinopterygii,scorpaeniformes,sebastidae,sebastes,inermis,telemetry,3,99.25,1.996730515,NA,815.4,2.911370707,"Mitamura H, Uchida K, Miyamoto Y, et al. 2009. Preliminary study on homing, site fidelity, and diel movement of black rockfish Sebastes inermis measured by acoustic telemetry. Fisheries Science 75, 113-1140.",aquatic,ectotherm,swimming,carnivore,2D,0.67,-0.173925197,148.13,"Honda H, Masatoshi K. 1997. Size selective feeding and its limitations for the black rockfish, Sebastes inermis, in a demersal fish assemblage of Onagawa Bay, northeastern Japan. Environmental Biology of Fishes 50: 183–193."
marine fishes,quillback rockfish,actinopterygii,scorpaeniformes,sebastidae,sebastes,maliger,telemetry,5,1341.25,3.127509735,NA,1571,3.196176185,"Tolimieri N, Andrews K, Williams G, et al. 2009. Home range size and patterns of space use by lingcod, copper rockfish and quillback rockfish in relation to diel and tidal cycles. Marine Ecology Progress Series. 380, 229-243. (doi: 10.3354/meps07930)",aquatic,ectotherm,swimming,carnivore,2D,7.8,0.892094603,171.96,"Murie DJ. 1995. Comparative feeding ecology of two sympatric rockfish congeners, Sebastes caurinus (copper rockfish) and S. maliger (quillback rockfish). Marine Biology 124: 341-353."
marine fishes,black rockfish,actinopterygii,scorpaeniformes,sebastidae,sebastes,melanops,telemetry,23,737.78,2.867926878,NA,250000,5.397940009,"Green KM, Starr RM. 2011. Movements of small adult black rockfish: implications for the design of MPAs. Marine Ecology Progress Series 14, 219-230.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,blue rockfish,actinopterygii,scorpaeniformes,sebastidae,sebastes,mustinus,telemetry,10,780.54,2.892395164,NA,34692.4,4.540234345,"Jorgensen SJ, Kaplan DM, Klimley AP, et al. 2006. Limited movement in blue rockfish Sebastes mystinus: internal structure of home range. Marine Ecology Progress Series 327, 157-170.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
lake fishes,yellow bullhead,actinopterygii,siluriformes,ictaluridae,ictalurus,natalis,mark-recapture,27,202,2.305351369,NA,6145.74,3.788574183,"Minns, C. K. 1995. Allometry of home range size in lake and river fishes. Canadian Journal of Fisheries and Aquatic Sciences 52:1499-1508.",aquatic,ectotherm,swimming,carnivore,3D,NA,NA,NA,NA
marine fishes,long-snouted seahorse,actinopterygii,syngnathiformes,syngnathidae,hippocampus,guttulatus,mark-recapture,NA,9.55,0.980003372,NA,19.9,1.298853076,"Curtis JMR, Vincent CJ. 2006. Life history of an unusual marine fish: survival, growth and movement patterns of Hippocampus guttulatus Cuvier 1829. Journal of Fisheries Biology 68, 707-733.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,worm pipefish,actinopterygii,syngnathiformes,syngnathidae,nerophis,lumbriciformis,direct observation,NA,1.22,0.086359831,NA,12.6,1.100370545,"Monteiro NM, da Natividade Viera M, Almada V. 2005. Homing behaviour and individual identification of the pipefish Nerophis lumbriciformis (Pisces; Syngnathidae): a true intertidal resident? Estuarine and Coastal Shelf Science 63, 93-99.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
marine fishes,atlantic sharpnose puffer,actinopterygii,tetraodontiformes ,tetraodontidae,canthigaster,rostrata,mark-recapture,NA,8.96,0.95230801,NA,151.5,2.180412633,"Sikkel PC. 1990. Social organization and spawning in the Atlantic sharpnose puffer, Canthigaster rostrata (Tetraodontidae). Environmental Biology of Fishes 27, 243-254.",aquatic,ectotherm,swimming,carnivore,2D,NA,NA,NA,NA
birds,golden eagle,aves,accipitriformes,accipitridae,aquila,chrysaetos,telemetry*,NA,3000,3.477121255,NA,27550000,7.440121603,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,636.94,2.804098524,4.71,"Gliwicz J. 2008. Body Size Relationships between Avian Predators and Their Rodent Prey in a North-American Sagebrush Community. Acta Ornithologica, 43(2):151-158."
birds,common buzzard,aves,accipitriformes,accipitridae,buteo,buteo,telemetry*,NA,846,2.927370363,NA,50240000,7.701049631,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,275.84,2.440657244,3.067,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
birds,short-toed snake eagle,aves,accipitriformes,accipitridae,circaetus,gallicus,telemetry*,NA,1699,3.230193379,NA,78500000,7.894869657,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,164.95,2.21735232,10.3,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
